#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ABCA5	FZD6	9606.ENSP00000376443	9606.ENSP00000351605	0	0	0	0	0	0	0	0.445	0.445
ABCB4	NPC1L1	9606.ENSP00000265723	9606.ENSP00000289547	0	0	0	0	0.062	0.131	0	0.485	0.543
ABCB4	NCOA2	9606.ENSP00000265723	9606.ENSP00000399968	0	0	0	0	0	0	0.900	0.049	0.900
ABCB4	TBL1XR1	9606.ENSP00000265723	9606.ENSP00000405574	0	0	0	0	0.062	0.058	0.900	0	0.903
ABCB4	MED1	9606.ENSP00000265723	9606.ENSP00000300651	0	0	0	0	0	0	0.900	0.072	0.903
ACBD5	GDAP1	9606.ENSP00000379568	9606.ENSP00000220822	0	0	0	0	0.062	0	0.900	0.393	0.938
ACBD5	PEX26	9606.ENSP00000379568	9606.ENSP00000331106	0	0	0	0	0	0	0.900	0.443	0.941
ACBD5	FAR1	9606.ENSP00000379568	9606.ENSP00000346874	0.073	0	0	0	0	0	0	0.477	0.494
ACBD5	VAPB	9606.ENSP00000379568	9606.ENSP00000417175	0	0	0	0	0.062	0.288	0	0.946	0.961
ACP5	COL1A1	9606.ENSP00000468767	9606.ENSP00000225964	0	0	0	0	0	0	0	0.510	0.510
ACP5	BLVRB	9606.ENSP00000468767	9606.ENSP00000263368	0	0	0	0	0.081	0	0.900	0	0.904
ACP5	CTNNB1	9606.ENSP00000468767	9606.ENSP00000344456	0	0	0	0	0	0	0	0.465	0.465
ACP5	TGFBR2	9606.ENSP00000468767	9606.ENSP00000351905	0	0	0	0	0.093	0.061	0	0.414	0.458
ACP5	RUNX2	9606.ENSP00000468767	9606.ENSP00000360493	0	0	0	0	0	0	0	0.720	0.720
ACP5	MMP9	9606.ENSP00000468767	9606.ENSP00000361405	0	0	0	0	0.214	0	0	0.681	0.738
ACP5	CPPED1	9606.ENSP00000468767	9606.ENSP00000371193	0	0	0	0	0.062	0	0	0.461	0.472
ACP5	TNF	9606.ENSP00000468767	9606.ENSP00000398698	0	0	0	0	0.109	0	0	0.594	0.622
ACVR1B	KRAS	9606.ENSP00000442656	9606.ENSP00000256078	0	0	0	0	0.064	0.140	0	0.338	0.420
ACVR1B	EGF	9606.ENSP00000442656	9606.ENSP00000265171	0	0	0	0	0	0.056	0	0.816	0.819
ACVR1B	WNT2	9606.ENSP00000442656	9606.ENSP00000265441	0	0	0	0	0	0.123	0	0.390	0.443
ACVR1B	CTNNB1	9606.ENSP00000442656	9606.ENSP00000344456	0	0	0	0	0.064	0.250	0	0.417	0.555
ACVR1B	SMURF1	9606.ENSP00000442656	9606.ENSP00000354621	0	0	0	0	0.064	0.571	0	0.429	0.750
ACVR1B	BMPR2	9606.ENSP00000442656	9606.ENSP00000363708	0	0	0	0.705	0.062	0.192	0	0.854	0.407
ACVR1B	BTK	9606.ENSP00000442656	9606.ENSP00000483570	0	0	0	0.551	0.074	0.386	0	0.050	0.409
ADAM9	KRAS	9606.ENSP00000419446	9606.ENSP00000256078	0	0	0	0	0	0.273	0	0.233	0.418
ADAM9	EGF	9606.ENSP00000419446	9606.ENSP00000265171	0	0	0	0	0.050	0	0	0.459	0.465
ADAM9	BACE1	9606.ENSP00000419446	9606.ENSP00000318585	0	0	0	0	0	0	0	0.591	0.591
ADAM9	SNX9	9606.ENSP00000419446	9606.ENSP00000376024	0	0	0	0	0.080	0.376	0	0.826	0.891
ADAM9	TNF	9606.ENSP00000419446	9606.ENSP00000398698	0	0	0	0	0	0.213	0	0.288	0.415
ADAT2	PHACTR2	9606.ENSP00000237283	9606.ENSP00000417038	0	0	0	0	0	0	0	0.422	0.422
ADAT2	NEIL1	9606.ENSP00000237283	9606.ENSP00000347170	0	0	0	0	0	0	0	0.434	0.434
ADAT2	GNRH1	9606.ENSP00000237283	9606.ENSP00000276414	0	0	0	0	0	0	0	0.440	0.440
ADAT2	RPUSD2	9606.ENSP00000237283	9606.ENSP00000323288	0.056	0	0	0	0.066	0.070	0	0.411	0.452
ADAT2	EPRS	9606.ENSP00000237283	9606.ENSP00000355890	0.274	0	0	0	0.107	0	0	0.365	0.552
ADCY4	GNB4	9606.ENSP00000312126	9606.ENSP00000232564	0	0	0	0	0.062	0.070	0.650	0.110	0.691
ADCY4	GNG11	9606.ENSP00000312126	9606.ENSP00000248564	0	0	0	0	0.064	0	0.650	0.174	0.705
ADCY4	ADCY8	9606.ENSP00000312126	9606.ENSP00000286355	0	0	0	0.842	0	0.253	0.900	0.801	0.931
ADCY4	CALML6	9606.ENSP00000312126	9606.ENSP00000304643	0	0	0	0	0.049	0.120	0.600	0.047	0.638
ADCY4	PDE8A	9606.ENSP00000312126	9606.ENSP00000311453	0	0	0	0	0.062	0	0.650	0.249	0.732
ADCY4	LSR	9606.ENSP00000312126	9606.ENSP00000480821	0	0	0	0	0	0	0	0.425	0.424
ADCY4	AVP	9606.ENSP00000312126	9606.ENSP00000369647	0	0	0	0	0	0	0.650	0	0.650
ADCY8	GNB4	9606.ENSP00000286355	9606.ENSP00000232564	0	0	0	0	0.062	0.070	0.650	0.192	0.720
ADCY8	GNG11	9606.ENSP00000286355	9606.ENSP00000248564	0	0	0	0	0	0	0.650	0.085	0.666
ADCY8	TMEM160	9606.ENSP00000286355	9606.ENSP00000253047	0	0	0	0	0	0	0	0.401	0.400
ADCY8	ITPR3	9606.ENSP00000286355	9606.ENSP00000363435	0	0	0	0	0.063	0.102	0	0.400	0.451
ADCY8	CALML6	9606.ENSP00000286355	9606.ENSP00000304643	0	0	0	0	0.049	0.120	0.600	0.047	0.638
ADCY8	AVP	9606.ENSP00000286355	9606.ENSP00000369647	0	0	0	0	0	0	0.650	0	0.650
ADCY8	CALM1	9606.ENSP00000286355	9606.ENSP00000349467	0	0	0	0	0.096	0.277	0	0.541	0.674
ADCY8	PDE8A	9606.ENSP00000286355	9606.ENSP00000311453	0	0	0	0	0.062	0	0.650	0.327	0.760
ADCY8	ADCY4	9606.ENSP00000286355	9606.ENSP00000312126	0	0	0	0.842	0	0.253	0.900	0.801	0.931
AGFG1	M6PR	9606.ENSP00000387282	9606.ENSP00000000412	0	0	0	0	0	0	0	0.432	0.432
AGFG1	RAB35	9606.ENSP00000387282	9606.ENSP00000229340	0	0	0	0	0	0.144	0	0.602	0.644
AGFG1	AP3B1	9606.ENSP00000387282	9606.ENSP00000255194	0	0	0	0	0.062	0.167	0	0.305	0.409
AGFG1	ARF3	9606.ENSP00000387282	9606.ENSP00000256682	0	0	0	0	0	0.147	0	0.468	0.527
AGFG1	RAB17	9606.ENSP00000387282	9606.ENSP00000264601	0	0	0	0	0.050	0.145	0	0.640	0.682
AGFG1	EEA1	9606.ENSP00000387282	9606.ENSP00000317955	0	0	0	0	0.063	0.057	0	0.423	0.445
AGFG1	LRRFIP1	9606.ENSP00000387282	9606.ENSP00000375857	0	0	0	0	0.042	0	0	0.401	0.401
AGFG1	CDC42	9606.ENSP00000387282	9606.ENSP00000383118	0	0	0	0	0.062	0.147	0	0.347	0.432
AGFG1	RPAIN	9606.ENSP00000387282	9606.ENSP00000385814	0	0	0	0	0	0	0	0.452	0.452
AGFG1	USO1	9606.ENSP00000387282	9606.ENSP00000444850	0	0	0	0	0.111	0.166	0	0.261	0.405
AGFG1	GOLGA2	9606.ENSP00000387282	9606.ENSP00000416097	0	0	0	0	0.053	0	0	0.491	0.497
AGGF1	PAPD7	9606.ENSP00000316109	9606.ENSP00000230859	0	0	0	0	0.086	0.056	0.600	0	0.624
AGGF1	AP3B1	9606.ENSP00000316109	9606.ENSP00000255194	0	0	0	0	0.065	0	0.600	0	0.610
AGGF1	ID1	9606.ENSP00000316109	9606.ENSP00000365280	0	0	0	0	0	0	0	0.453	0.453
AGGF1	DQX1	9606.ENSP00000316109	9606.ENSP00000384621	0	0	0	0	0.062	0.383	0	0.192	0.491
AGGF1	ARRB1	9606.ENSP00000316109	9606.ENSP00000409581	0	0	0	0	0	0	0.600	0.049	0.603
AGGF1	FXR1	9606.ENSP00000316109	9606.ENSP00000350170	0	0	0	0	0	0	0.600	0.063	0.609
AGGF1	ATG7	9606.ENSP00000316109	9606.ENSP00000346437	0	0	0	0	0	0	0.600	0.102	0.625
AGO3	PAPD7	9606.ENSP00000362287	9606.ENSP00000230859	0	0	0	0	0.062	0.221	0	0.248	0.402
AGO3	AP3B1	9606.ENSP00000362287	9606.ENSP00000255194	0	0	0	0	0	0.657	0	0	0.657
AGO3	CCND2	9606.ENSP00000362287	9606.ENSP00000261254	0	0	0	0	0.062	0	0.650	0.043	0.658
AGO3	FAF2	9606.ENSP00000362287	9606.ENSP00000261942	0	0	0	0	0.066	0	0	0.387	0.402
AGO3	HIST1H2BD	9606.ENSP00000362287	9606.ENSP00000289316	0	0.002	0	0	0	0.062	0.900	0.067	0.904
AGO3	TRIM56	9606.ENSP00000362287	9606.ENSP00000305161	0	0	0	0	0.064	0.346	0	0.300	0.534
AGO3	TNRC6C	9606.ENSP00000362287	9606.ENSP00000336783	0	0	0	0	0.062	0.890	0.500	0.606	0.977
AGO3	FXR1	9606.ENSP00000362287	9606.ENSP00000350170	0	0	0	0	0.051	0.355	0	0.190	0.460
AGO3	HIST2H2BE	9606.ENSP00000362287	9606.ENSP00000358151	0	0.002	0	0	0	0.062	0.900	0.057	0.903
AGO3	HSP90AB1	9606.ENSP00000362287	9606.ENSP00000360609	0	0	0	0	0	0.519	0	0.192	0.595
AGO3	LONRF3	9606.ENSP00000362287	9606.ENSP00000360690	0	0	0	0	0.062	0.399	0	0.050	0.417
AGO3	OTUD4	9606.ENSP00000362287	9606.ENSP00000409279	0	0	0	0	0	0.634	0	0.059	0.640
AGO3	ETS1	9606.ENSP00000362287	9606.ENSP00000376436	0	0	0	0	0	0	0.650	0.048	0.652
AGO3	CDKN2D	9606.ENSP00000362287	9606.ENSP00000377224	0	0	0	0	0.056	0.061	0.650	0.055	0.667
AGO3	MOV10	9606.ENSP00000362287	9606.ENSP00000399797	0	0	0	0	0.063	0.338	0.500	0.434	0.801
AGO3	NLK	9606.ENSP00000362287	9606.ENSP00000384625	0	0	0	0	0	0	0.900	0	0.900
AGO3	MECP2	9606.ENSP00000362287	9606.ENSP00000395535	0	0	0	0	0	0	0.900	0	0.900
AGO3	HIST1H2AC	9606.ENSP00000362287	9606.ENSP00000367022	0	0	0	0	0	0	0.900	0.053	0.901
AGO3	HIST1H2BH	9606.ENSP00000362287	9606.ENSP00000479169	0	0.002	0	0	0	0.062	0.900	0	0.902
AGO3	DDX6	9606.ENSP00000362287	9606.ENSP00000478754	0	0	0	0	0.065	0.479	0.720	0.558	0.931
AIG1	PMEPA1	9606.ENSP00000350509	9606.ENSP00000345826	0	0	0	0	0	0	0	0.486	0.486
AIG1	GIMAP5	9606.ENSP00000350509	9606.ENSP00000477920	0	0	0	0	0	0	0	0.438	0.438
AIG1	MYBL1	9606.ENSP00000350509	9606.ENSP00000429633	0	0.001	0	0	0	0	0	0.451	0.451
AK1	TMEM38A	9606.ENSP00000362271	9606.ENSP00000187762	0	0	0	0	0.512	0	0	0	0.512
AK1	ATP5H	9606.ENSP00000362271	9606.ENSP00000301587	0	0	0	0	0.076	0	0	0.497	0.515
AK1	PDE8A	9606.ENSP00000362271	9606.ENSP00000311453	0	0	0	0	0	0	0.650	0	0.650
AKIRIN1	PHACTR4	9606.ENSP00000392678	9606.ENSP00000362942	0	0	0	0	0.065	0	0	0.449	0.463
AKIRIN1	HNRNPR	9606.ENSP00000392678	9606.ENSP00000363745	0	0	0	0	0.062	0	0	0.516	0.527
ANGPTL7	CLDN12	9606.ENSP00000366015	9606.ENSP00000287916	0	0	0	0	0	0	0	0.467	0.467
ANKRD28	TBL1XR1	9606.ENSP00000382379	9606.ENSP00000405574	0	0	0	0	0	0.523	0	0.303	0.653
AP1G1	M6PR	9606.ENSP00000377148	9606.ENSP00000000412	0	0	0	0	0.085	0	0.600	0.343	0.738
AP1G1	CTSZ	9606.ENSP00000377148	9606.ENSP00000217131	0	0	0	0	0	0	0.600	0.055	0.605
AP1G1	AP3B1	9606.ENSP00000377148	9606.ENSP00000255194	0	0	0	0	0.097	0.257	0.600	0.580	0.872
AP1G1	ARF3	9606.ENSP00000377148	9606.ENSP00000256682	0	0	0	0	0	0.368	0	0.258	0.511
AP1G1	PIK3C2A	9606.ENSP00000377148	9606.ENSP00000265970	0	0	0	0	0.062	0.060	0.600	0.063	0.625
AP1G1	VPS41	9606.ENSP00000377148	9606.ENSP00000309457	0	0	0	0	0.112	0.222	0.360	0.563	0.780
AP1G1	EEA1	9606.ENSP00000377148	9606.ENSP00000317955	0	0	0	0	0.066	0	0	0.418	0.433
AP1G1	LAMP1	9606.ENSP00000377148	9606.ENSP00000333298	0	0	0	0	0	0.179	0	0.387	0.475
AP1G1	SF3B1	9606.ENSP00000377148	9606.ENSP00000335321	0	0	0	0	0.427	0	0	0	0.426
AP1G1	AP1S1	9606.ENSP00000377148	9606.ENSP00000336666	0	0	0	0	0.073	0.974	0.800	0.792	0.998
AP1G1	SEC31B	9606.ENSP00000377148	9606.ENSP00000359370	0	0	0	0	0.065	0	0	0.428	0.442
AP1G1	ARFGEF2	9606.ENSP00000377148	9606.ENSP00000360985	0	0	0	0	0.108	0.060	0	0.451	0.499
AP1G1	SNX9	9606.ENSP00000377148	9606.ENSP00000376024	0	0	0	0	0.051	0.073	0.600	0.101	0.641
AP1G1	SEC14L1	9606.ENSP00000377148	9606.ENSP00000376268	0	0	0	0	0.062	0.079	0	0.435	0.469
AP1G1	USO1	9606.ENSP00000377148	9606.ENSP00000444850	0	0	0	0	0.108	0	0	0.356	0.401
AP1G1	HLA-DPB1	9606.ENSP00000377148	9606.ENSP00000408146	0	0	0	0	0	0	0.600	0	0.600
AP1G1	ARRB1	9606.ENSP00000377148	9606.ENSP00000409581	0	0	0	0	0	0.057	0.600	0	0.606
AP1G1	AP3M2	9606.ENSP00000377148	9606.ENSP00000428787	0	0	0	0	0.062	0.326	0.540	0.292	0.766
AP1S1	M6PR	9606.ENSP00000336666	9606.ENSP00000000412	0	0	0	0	0.070	0	0.600	0.120	0.644
AP1S1	CTSZ	9606.ENSP00000336666	9606.ENSP00000217131	0	0	0	0	0.098	0	0.600	0.135	0.660
AP1S1	AP3B1	9606.ENSP00000336666	9606.ENSP00000255194	0	0	0	0	0.062	0.254	0.600	0.260	0.765
AP1S1	PIK3C2A	9606.ENSP00000336666	9606.ENSP00000265970	0	0	0	0	0	0.060	0.600	0	0.607
AP1S1	VPS41	9606.ENSP00000336666	9606.ENSP00000309457	0	0	0	0	0.062	0	0.360	0.092	0.407
AP1S1	BACE1	9606.ENSP00000336666	9606.ENSP00000318585	0	0	0	0	0	0	0	0.444	0.444
AP1S1	LAMP1	9606.ENSP00000336666	9606.ENSP00000333298	0	0	0	0	0.089	0	0	0.410	0.439
AP1S1	BET1L	9606.ENSP00000336666	9606.ENSP00000372210	0	0	0	0	0.082	0	0	0.389	0.416
AP1S1	SNX9	9606.ENSP00000336666	9606.ENSP00000376024	0	0	0	0	0	0	0.600	0	0.600
AP1S1	HLA-DPB1	9606.ENSP00000336666	9606.ENSP00000408146	0	0	0	0	0	0	0.600	0	0.600
AP1S1	ARRB1	9606.ENSP00000336666	9606.ENSP00000409581	0	0	0	0	0	0	0.600	0.061	0.608
AP1S1	VAPB	9606.ENSP00000336666	9606.ENSP00000417175	0	0	0	0	0.098	0	0	0.601	0.625
AP1S1	AP3M2	9606.ENSP00000336666	9606.ENSP00000428787	0	0	0	0	0.062	0.125	0.720	0.582	0.891
AP1S1	AP1G1	9606.ENSP00000336666	9606.ENSP00000377148	0	0	0	0	0.073	0.974	0.800	0.792	0.998
AP3B1	SP4	9606.ENSP00000255194	9606.ENSP00000222584	0	0	0	0	0	0	0	0.439	0.439
AP3B1	PAPD7	9606.ENSP00000255194	9606.ENSP00000230859	0	0	0	0	0.063	0	0.600	0.062	0.617
AP3B1	AGFG1	9606.ENSP00000255194	9606.ENSP00000387282	0	0	0	0	0.062	0.167	0	0.305	0.409
AP3B1	RECQL5	9606.ENSP00000255194	9606.ENSP00000317636	0	0	0	0	0.057	0	0	0.406	0.416
AP3B1	CD1C	9606.ENSP00000255194	9606.ENSP00000357152	0	0	0	0	0	0	0	0.458	0.458
AP3B1	LAMTOR2	9606.ENSP00000255194	9606.ENSP00000357288	0	0	0	0	0	0	0	0.512	0.512
AP3B1	LAMP1	9606.ENSP00000255194	9606.ENSP00000333298	0	0	0	0	0.062	0.118	0	0.565	0.609
AP3B1	AGGF1	9606.ENSP00000255194	9606.ENSP00000316109	0	0	0	0	0.065	0	0.600	0	0.610
AP3B1	FXR1	9606.ENSP00000255194	9606.ENSP00000350170	0	0	0	0	0	0.056	0.600	0.060	0.614
AP3B1	ATG7	9606.ENSP00000255194	9606.ENSP00000346437	0	0	0	0	0.071	0.056	0.600	0.048	0.621
AP3B1	ARRB1	9606.ENSP00000255194	9606.ENSP00000409581	0	0	0	0	0	0.143	0.600	0.043	0.643
AP3B1	AGO3	9606.ENSP00000255194	9606.ENSP00000362287	0	0	0	0	0	0.657	0	0	0.657
AP3B1	VPS41	9606.ENSP00000255194	9606.ENSP00000309457	0	0	0	0	0.076	0.176	0.360	0.386	0.660
AP3B1	AP1S1	9606.ENSP00000255194	9606.ENSP00000336666	0	0	0	0	0.062	0.254	0.600	0.260	0.765
AP3B1	ARF3	9606.ENSP00000255194	9606.ENSP00000256682	0	0	0	0	0.062	0.662	0	0.324	0.767
AP3B1	AP1G1	9606.ENSP00000255194	9606.ENSP00000377148	0	0	0	0	0.097	0.257	0.600	0.580	0.872
AP3B1	SNX9	9606.ENSP00000255194	9606.ENSP00000376024	0	0	0	0	0	0.074	0.900	0.056	0.904
AP3B1	PIK3C2A	9606.ENSP00000255194	9606.ENSP00000265970	0	0	0	0	0.062	0.060	0.900	0	0.904
AP3B1	AP3M2	9606.ENSP00000255194	9606.ENSP00000428787	0	0	0	0	0.063	0.877	0.800	0.592	0.989
AP3M2	AP3B1	9606.ENSP00000428787	9606.ENSP00000255194	0	0	0	0	0.063	0.877	0.800	0.592	0.989
AP3M2	VPS41	9606.ENSP00000428787	9606.ENSP00000309457	0	0	0	0	0.062	0	0.360	0.148	0.443
AP3M2	AP1S1	9606.ENSP00000428787	9606.ENSP00000336666	0	0	0	0	0.062	0.125	0.720	0.582	0.891
AP3M2	AP1G1	9606.ENSP00000428787	9606.ENSP00000377148	0	0	0	0	0.062	0.326	0.540	0.292	0.766
APOBR	ATXN2L	9606.ENSP00000457539	9606.ENSP00000378917	0	0	0	0	0	0	0	0.556	0.556
APOBR	PCYOX1	9606.ENSP00000457539	9606.ENSP00000387654	0	0	0	0	0	0	0.540	0	0.540
APOBR	LSR	9606.ENSP00000457539	9606.ENSP00000480821	0	0	0	0	0	0	0.540	0	0.540
APPL2	EGF	9606.ENSP00000446917	9606.ENSP00000265171	0	0	0	0	0	0.167	0	0.332	0.420
APPL2	MTA2	9606.ENSP00000446917	9606.ENSP00000278823	0	0	0	0	0	0.270	0	0.260	0.437
APPL2	EEA1	9606.ENSP00000446917	9606.ENSP00000317955	0	0	0	0	0.063	0.057	0	0.479	0.500
APRG1	ZEB1	9606.ENSP00000413537	9606.ENSP00000354487	0	0	0	0	0	0	0	0.608	0.608
AREG	CTSZ	9606.ENSP00000379097	9606.ENSP00000217131	0	0	0	0	0.069	0	0.600	0.081	0.627
AREG	KRAS	9606.ENSP00000379097	9606.ENSP00000256078	0	0	0	0	0	0	0.900	0.600	0.958
AREG	EGF	9606.ENSP00000379097	9606.ENSP00000265171	0	0	0	0	0.062	0	0.300	0.941	0.958
AREG	CTNNB1	9606.ENSP00000379097	9606.ENSP00000344456	0	0	0	0	0	0	0	0.414	0.414
AREG	EPHA2	9606.ENSP00000379097	9606.ENSP00000351209	0	0	0	0	0.076	0	0.600	0.218	0.685
AREG	MMP9	9606.ENSP00000379097	9606.ENSP00000361405	0	0	0	0	0	0.213	0	0.459	0.556
AREG	GRB2	9606.ENSP00000379097	9606.ENSP00000376345	0	0	0	0	0	0	0.500	0.335	0.653
AREG	IL10	9606.ENSP00000379097	9606.ENSP00000412237	0	0	0	0	0	0	0	0.431	0.431
AREG	CXCL2	9606.ENSP00000379097	9606.ENSP00000427279	0	0	0	0	0.136	0	0	0.378	0.440
AREG	TNF	9606.ENSP00000379097	9606.ENSP00000398698	0	0	0	0	0.062	0	0	0.492	0.503
AREG	GOLGA2	9606.ENSP00000379097	9606.ENSP00000416097	0	0	0	0	0	0	0.600	0	0.600
AREG	TRAPPC5	9606.ENSP00000379097	9606.ENSP00000470262	0	0	0	0	0	0	0.600	0	0.600
AREG	USO1	9606.ENSP00000379097	9606.ENSP00000444850	0	0	0	0	0	0	0.600	0	0.600
AREG	CDC42	9606.ENSP00000379097	9606.ENSP00000383118	0	0	0	0	0	0	0.600	0.203	0.667
ARF3	RALBP1	9606.ENSP00000256682	9606.ENSP00000019317	0	0	0	0	0	0.145	0	0.433	0.495
ARF3	WASL	9606.ENSP00000256682	9606.ENSP00000223023	0	0	0	0	0	0.176	0	0.311	0.408
ARF3	AP3B1	9606.ENSP00000256682	9606.ENSP00000255194	0	0	0	0	0.062	0.662	0	0.324	0.767
ARF3	CALM1	9606.ENSP00000256682	9606.ENSP00000349467	0	0	0.334	0	0.082	0.077	0	0.101	0.425
ARF3	CYTH3	9606.ENSP00000256682	9606.ENSP00000297044	0	0	0	0	0	0.142	0	0.385	0.451
ARF3	AP1G1	9606.ENSP00000256682	9606.ENSP00000377148	0	0	0	0	0	0.368	0	0.258	0.511
ARF3	AGFG1	9606.ENSP00000256682	9606.ENSP00000387282	0	0	0	0	0	0.147	0	0.468	0.527
ARF3	ARFGEF2	9606.ENSP00000256682	9606.ENSP00000360985	0	0	0	0	0	0.284	0	0.421	0.567
ARF3	TMED9	9606.ENSP00000256682	9606.ENSP00000330945	0	0	0	0	0.064	0.056	0.600	0	0.615
ARF3	SPTBN5	9606.ENSP00000256682	9606.ENSP00000317790	0	0	0	0	0.062	0.076	0.600	0.063	0.631
ARF3	SYTL2	9606.ENSP00000256682	9606.ENSP00000318803	0	0	0	0	0	0	0	0.644	0.644
ARF3	CDC42	9606.ENSP00000256682	9606.ENSP00000383118	0	0	0	0	0.062	0.056	0	0.663	0.676
ARF3	USO1	9606.ENSP00000256682	9606.ENSP00000444850	0	0	0	0	0.062	0.070	0.600	0.373	0.752
ARFGEF2	ARF3	9606.ENSP00000360985	9606.ENSP00000256682	0	0	0	0	0	0.284	0	0.421	0.567
ARFGEF2	CTNNB1	9606.ENSP00000360985	9606.ENSP00000344456	0	0	0	0	0	0.270	0	0.306	0.471
ARFGEF2	USO1	9606.ENSP00000360985	9606.ENSP00000444850	0	0	0	0	0.071	0.066	0	0.399	0.434
ARFGEF2	AP1G1	9606.ENSP00000360985	9606.ENSP00000377148	0	0	0	0	0.108	0.060	0	0.451	0.499
ARFGEF2	PAFAH1B1	9606.ENSP00000360985	9606.ENSP00000380378	0	0	0	0	0.063	0	0	0.522	0.532
ARFGEF2	TMEM67	9606.ENSP00000360985	9606.ENSP00000389998	0	0	0	0	0	0	0	0.603	0.603
ARG1	LGALS3	9606.ENSP00000349446	9606.ENSP00000254301	0	0	0	0	0	0	0	0.467	0.467
ARG1	CLEC10A	9606.ENSP00000349446	9606.ENSP00000254868	0	0	0	0	0.085	0	0	0.518	0.540
ARG1	CCL11	9606.ENSP00000349446	9606.ENSP00000302234	0	0	0	0	0.062	0	0	0.401	0.414
ARG1	CTH	9606.ENSP00000349446	9606.ENSP00000359976	0.177	0	0	0	0.063	0	0	0.328	0.437
ARG1	CXCL2	9606.ENSP00000349446	9606.ENSP00000427279	0	0	0	0	0	0	0	0.469	0.469
ARG1	MMP9	9606.ENSP00000349446	9606.ENSP00000361405	0	0	0	0	0	0	0	0.569	0.569
ARG1	TNF	9606.ENSP00000349446	9606.ENSP00000398698	0	0	0	0	0	0	0	0.766	0.766
ARG1	IL10	9606.ENSP00000349446	9606.ENSP00000412237	0	0	0	0	0	0	0	0.869	0.869
ARHGAP22	SPOCD1	9606.ENSP00000412461	9606.ENSP00000353670	0	0	0	0	0	0	0	0.462	0.462
ARHGAP22	PLXDC2	9606.ENSP00000412461	9606.ENSP00000366460	0	0	0	0	0	0	0	0.501	0.501
ARHGAP22	CDC42	9606.ENSP00000412461	9606.ENSP00000383118	0	0	0	0	0	0.174	0	0.388	0.473
ARHGAP36	GABBR1	9606.ENSP00000276211	9606.ENSP00000366233	0	0	0	0	0.062	0	0	0.389	0.402
ARHGAP36	SENP7	9606.ENSP00000276211	9606.ENSP00000377655	0	0	0	0	0.083	0	0	0.463	0.486
ARHGAP8	CDC42	9606.ENSP00000374424	9606.ENSP00000383118	0	0	0	0	0.062	0.078	0	0.468	0.500
ARHGEF5	GRB2	9606.ENSP00000056217	9606.ENSP00000376345	0	0	0	0	0.062	0.305	0	0.198	0.431
ARHGEF5	CDC42	9606.ENSP00000056217	9606.ENSP00000383118	0	0	0	0	0	0.153	0	0.395	0.465
ARL5B	VPS41	9606.ENSP00000366487	9606.ENSP00000309457	0	0	0	0	0	0.131	0	0.411	0.466
ARL5B	LAMP1	9606.ENSP00000366487	9606.ENSP00000333298	0	0	0	0	0	0	0	0.407	0.407
ARL5B	PLXDC2	9606.ENSP00000366487	9606.ENSP00000366460	0	0	0	0	0	0	0	0.513	0.513
ARMCX4	FAM178A	9606.ENSP00000404304	9606.ENSP00000359292	0	0	0	0	0	0	0	0.504	0.504
ARNT	VHL	9606.ENSP00000351407	9606.ENSP00000256474	0	0	0	0	0	0	0	0.962	0.962
ARNT	EGF	9606.ENSP00000351407	9606.ENSP00000265171	0	0	0	0	0	0	0	0.414	0.414
ARNT	CTNNB1	9606.ENSP00000351407	9606.ENSP00000344456	0	0	0	0	0.062	0.314	0	0.371	0.559
ARNT	TCF7L2	9606.ENSP00000351407	9606.ENSP00000358404	0	0	0	0	0	0.389	0	0.074	0.410
ARNT	FH	9606.ENSP00000351407	9606.ENSP00000355518	0	0	0	0	0	0	0	0.436	0.436
ARNT	HSP90AB1	9606.ENSP00000351407	9606.ENSP00000360609	0	0	0	0	0	0.078	0	0.432	0.453
ARNT	NCOA2	9606.ENSP00000351407	9606.ENSP00000399968	0	0	0	0.545	0.062	0.486	0	0.202	0.535
ARNT	ZEB1	9606.ENSP00000351407	9606.ENSP00000354487	0	0	0	0	0	0.391	0	0.273	0.538
ARNT	ASPH	9606.ENSP00000351407	9606.ENSP00000368767	0	0	0	0	0	0	0.900	0	0.900
ARNTL	RPS6KB1	9606.ENSP00000384517	9606.ENSP00000225577	0	0	0	0	0	0	0	0.432	0.432
ARNTL	BHLHE41	9606.ENSP00000384517	9606.ENSP00000242728	0	0	0	0	0	0.120	0.900	0.815	0.982
ARNTL	THRA	9606.ENSP00000384517	9606.ENSP00000264637	0	0	0	0	0	0.213	0	0.510	0.598
ARNTL	GNRH1	9606.ENSP00000384517	9606.ENSP00000276414	0	0	0	0	0	0	0	0.415	0.415
ARNTL	MTNR1A	9606.ENSP00000384517	9606.ENSP00000302811	0	0	0	0	0	0	0	0.461	0.461
ARNTL	EZH2	9606.ENSP00000384517	9606.ENSP00000320147	0	0	0	0	0	0.182	0	0.872	0.891
ARNTL	SREBF1	9606.ENSP00000384517	9606.ENSP00000348069	0	0	0	0	0	0	0	0.540	0.540
ARNTL	CHD4	9606.ENSP00000384517	9606.ENSP00000349508	0	0	0	0	0	0.077	0	0.564	0.580
ARNTL	AVP	9606.ENSP00000384517	9606.ENSP00000369647	0	0	0	0	0	0	0.900	0.246	0.921
